분류,경로,이름,Q1,Q2,상태,비고,PR,완료일
09-national,09-national/qgov/SP-NAT-QGOV-POSTLOG2_v1.2.md,SP-NAT-QGOV-POSTLOG2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KORAD_v1.2.md,SP-NAT-QGOV-KORAD_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KCA2_v1.2.md,SP-NAT-QGOV-KCA2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-POSTFIN2_v1.2.md,SP-NAT-QGOV-POSTFIN2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-NIE_v1.2.md,SP-NAT-QGOV-NIE_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KECO_v1.2.md,SP-NAT-QGOV-KECO_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-SEMAS_v1.2.md,SP-NAT-QGOV-SEMAS_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOFOWI_v1.2.md,SP-NAT-QGOV-KOFOWI_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOSAF_v1.2.md,SP-NAT-QGOV-KOSAF_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOICA2_v1.2.md,SP-NAT-QGOV-KOICA2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KPETRO_v1.2.md,SP-NAT-QGOV-KPETRO_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-LX2_v1.2.md,SP-NAT-QGOV-LX2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KEITI_v1.2.md,SP-NAT-QGOV-KEITI_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KDIC_v1.2.md,SP-NAT-QGOV-KDIC_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-AT_v1.2.md,SP-NAT-QGOV-AT_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-GEPS_v1.2.md,SP-NAT-QGOV-GEPS_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KEA3_v1.2.md,SP-NAT-QGOV-KEA3_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KODIT4_v1.2.md,SP-NAT-QGOV-KODIT4_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KALIS_v1.2.md,SP-NAT-QGOV-KALIS_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KIAT2_v1.2.md,SP-NAT-QGOV-KIAT2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOMSA2_v1.2.md,SP-NAT-QGOV-KOMSA2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-TS_v1.2.md,SP-NAT-QGOV-TS_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KCA3_v1.2.md,SP-NAT-QGOV-KCA3_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KAMCO_v1.2.md,SP-NAT-QGOV-KAMCO_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KRC2_v1.2.md,SP-NAT-QGOV-KRC2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOAGI_v1.2.md,SP-NAT-QGOV-KOAGI_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KSPO_v1.2.md,SP-NAT-QGOV-KSPO_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KCOMWEL_v1.2.md,SP-NAT-QGOV-KCOMWEL_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KRAJ_v1.2.md,SP-NAT-QGOV-KRAJ_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOSSA_v1.2.md,SP-NAT-QGOV-KOSSA_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KEAD_v1.2.md,SP-NAT-QGOV-KEAD_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KVMC2_v1.2.md,SP-NAT-QGOV-KVMC2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOELSA_v1.2.md,SP-NAT-QGOV-KOELSA_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KGS_v1.2.md,SP-NAT-QGOV-KGS_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOTSA2_v1.2.md,SP-NAT-QGOV-KOTSA2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KEIS_v1.2.md,SP-NAT-QGOV-KEIS_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOSHA2_v1.2.md,SP-NAT-QGOV-KOSHA2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KPX2_v1.2.md,SP-NAT-QGOV-KPX2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KSURE_v1.2.md,SP-NAT-QGOV-KSURE_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-NHIS_v1.2.md,SP-NAT-QGOV-NHIS_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KR_v1.2.md,SP-NAT-QGOV-KR_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-NRF_v1.2.md,SP-NAT-QGOV-NRF_v1.2,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJWOMEN_v1.0.md,SP-ORG-GJWOMEN_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DJCF_v1.0.md,SP-ORG-DJCF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNMED_v1.0.md,SP-ORG-JNMED_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-KOCEF_v1.0.md,SP-ORG-KOCEF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JTO_v1.0.md,제주관광공사(JTO),Y,N,미착수,,,
07-org,07-org/SP-ORG-ICCGF_v1.0.md,SP-ORG-ICCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JFAC_v1.0.md,제주문화예술재단,Y,N,미착수,,,
07-org,07-org/SP-ORG-BTIP_v1.0.md,SP-ORG-BTIP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGEEA_v1.0.md,SP-ORG-GGEEA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JPASS_v1.0.md,제주특별자치도사회서비스원,Y,N,미착수,,,
07-org,07-org/SP-ORG-ICLIFE_v1.0.md,SP-ORG-ICLIFE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBRI_v1.0.md,SP-ORG-GBRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBMEDX2_v1.0.md,SP-ORG-GBMEDX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWMEMORIAL_v1.0.md,SP-ORG-GWMEMORIAL_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DJRI_v1.0.md,SP-ORG-DJRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CNTP_v1.0.md,SP-ORG-CNTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBRIX2_v1.0.md,SP-ORG-CBRIX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGMED_v1.0.md,SP-ORG-GGMED_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGCULTURE_v1.0.md,SP-ORG-GGCULTURE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DJTP_v1.0.md,SP-ORG-DJTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWSSO_v1.0.md,SP-ORG-GWSSO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBMISC1_v1.0.md,SP-ORG-CBMISC1_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SEOULCGF_v1.0.md,SP-ORG-SEOULCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-ICCF_v1.0.md,SP-ORG-ICCF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DGSSO_v1.0.md,SP-ORG-DGSSO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWRIX4_v1.0.md,SP-ORG-GWRIX4_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNSSO_v1.0.md,SP-ORG-GNSSO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBMEDX2_v1.0.md,SP-ORG-CBMEDX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JBIPA_v1.0.md,SP-ORG-JBIPA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SJVENTURE_v1.0.md,SP-ORG-SJVENTURE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JBAUTOTECH_v1.0.md,SP-ORG-JBAUTOTECH_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-IPF_v1.0.md,국제평화재단,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBDORM_v1.0.md,SP-ORG-CBDORM_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JTP_v1.0.md,제주테크노파크(JTP),Y,N,미착수,,,
07-org,07-org/SP-ORG-JNBIZ_v1.0.md,SP-ORG-JNBIZ_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CNCGF_v1.0.md,SP-ORG-CNCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-USJOB_v1.0.md,SP-ORG-USJOB_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBLIFE_v1.0.md,SP-ORG-CBLIFE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBSAEMAUL_v1.0.md,SP-ORG-GBSAEMAUL_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SFAC_v1.0.md,SP-ORG-SFAC_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWCF_v1.0.md,SP-ORG-GWCF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JCPA_v1.0.md,제주영상문화산업진흥원,Y,N,미착수,,,
07-org,07-org/SP-ORG-ICRI_v1.0.md,SP-ORG-ICRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBRIX2_v1.0.md,SP-ORG-GBRIX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SGPMED_v1.0.md,서귀포의료원,Y,N,미착수,,,
07-org,07-org/SP-ORG-SJSSO_v1.0.md,SP-ORG-SJSSO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-USSSO_v1.0.md,SP-ORG-USSSO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CNRIX2_v1.0.md,SP-ORG-CNRIX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNENV_v1.0.md,SP-ORG-GNENV_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNMEMORIAL_v1.0.md,SP-ORG-JNMEMORIAL_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWWATER_v1.0.md,SP-ORG-GWWATER_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-USIPA_v1.0.md,SP-ORG-USIPA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJMOBILITY_v1.0.md,SP-ORG-GJMOBILITY_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJENV_v1.0.md,SP-ORG-GJENV_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DGMED_v1.0.md,SP-ORG-DGMED_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGDJTP_v1.0.md,SP-ORG-GGDJTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BSCULTUREHALL_v1.0.md,SP-ORG-BSCULTUREHALL_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SWFF_v1.0.md,SP-ORG-SWFF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BUSANTRANSIT_v1.0.md,"부산교통공사(BTC, 애칭 ""휴메트로"")",Y,N,미착수,,,
07-org,07-org/SP-ORG-DJHYO_v1.0.md,SP-ORG-DJHYO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DJINVEST_v1.0.md,SP-ORG-DJINVEST_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JBMEDX2_v1.0.md,SP-ORG-JBMEDX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-ICWOMEN_v1.0.md,SP-ORG-ICWOMEN_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJCGF_v1.0.md,SP-ORG-GJCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWRI_v1.0.md,SP-ORG-GWRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BSSTEP_v1.0.md,SP-ORG-BSSTEP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DGMISC1_v1.0.md,SP-ORG-DGMISC1_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-ICMISC1_v1.0.md,SP-ORG-ICMISC1_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-USCGF_v1.0.md,SP-ORG-USCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGSTEP_v1.0.md,SP-ORG-GGSTEP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNSCHOL_v1.0.md,SP-ORG-GNSCHOL_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGACE_v1.0.md,SP-ORG-GGACE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BTP_v1.0.md,SP-ORG-BTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBKOREANOLOGY_v1.0.md,SP-ORG-GBKOREANOLOGY_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DASAN120_v1.0.md,SP-ORG-DASAN120_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNCGF_v1.0.md,SP-ORG-GNCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGLIFE_v1.0.md,SP-ORG-GGLIFE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBMISC1_v1.0.md,SP-ORG-GBMISC1_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNMISC1_v1.0.md,SP-ORG-GNMISC1_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBMISC2_v1.0.md,SP-ORG-CBMISC2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CNMEDX3_v1.0.md,SP-ORG-CNMEDX3_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BSCF_v1.0.md,SP-ORG-BSCF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBMED_v1.0.md,SP-ORG-GBMED_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBENV_v1.0.md,SP-ORG-GBENV_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JBWOMEN_v1.0.md,SP-ORG-JBWOMEN_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-ICMED_v1.0.md,SP-ORG-ICMED_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-ICCJEJU_v1.0.md,제주국제컨벤션센터(ICC JEJU),Y,N,미착수,,,
07-org,07-org/SP-ORG-CNTOURISM_v1.0.md,SP-ORG-CNTOURISM_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBBIO_v1.0.md,SP-ORG-CBBIO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SEOULMED_v1.0.md,SP-ORG-SEOULMED_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWTP_v1.0.md,SP-ORG-GWTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWCGF_v1.0.md,SP-ORG-GWCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJIPA_v1.0.md,SP-ORG-GJIPA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJDESIGN_v1.0.md,SP-ORG-GJDESIGN_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWWIND_v1.0.md,SP-ORG-GWWIND_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWMISC2_v1.0.md,SP-ORG-GWMISC2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CNBEA_v1.0.md,SP-ORG-CNBEA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNLIFE_v1.0.md,SP-ORG-JNLIFE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CNCONTENT_v1.0.md,SP-ORG-CNCONTENT_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGMARKET_v1.0.md,SP-ORG-GGMARKET_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DGRI_v1.0.md,SP-ORG-DGRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SJTOURISM_v1.0.md,SP-ORG-SJTOURISM_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNYOUTH_v1.0.md,SP-ORG-JNYOUTH_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNRI_v1.0.md,SP-ORG-GNRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DJIPA_v1.0.md,SP-ORG-DJIPA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BEXCO_v1.0.md,SP-ORG-BEXCO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBBIZ_v1.0.md,SP-ORG-CBBIZ_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJSSO_v1.0.md,SP-ORG-GJSSO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNTP_v1.0.md,SP-ORG-JNTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNMISC2_v1.0.md,SP-ORG-GNMISC2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNTOURISM_v1.0.md,SP-ORG-GNTOURISM_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGJOB_v1.0.md,SP-ORG-GGJOB_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNMEDX2_v1.0.md,SP-ORG-JNMEDX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGRI_v1.0.md,SP-ORG-GGRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CNMED_v1.0.md,SP-ORG-CNMED_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CNMEDX2_v1.0.md,SP-ORG-CNMEDX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNCF_v1.0.md,SP-ORG-JNCF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SJRI_v1.0.md,SP-ORG-SJRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNLIFE_v1.0.md,SP-ORG-GNLIFE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JBTOURISM_v1.0.md,SP-ORG-JBTOURISM_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWWOMENTRAIN_v1.0.md,SP-ORG-GWWOMENTRAIN_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-MAEUL_v1.0.md,제주마을만들기종합지원센터,Y,N,미착수,,,
07-org,07-org/SP-ORG-JBRIX2_v1.0.md,SP-ORG-JBRIX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNIPA_v1.0.md,SP-ORG-JNIPA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNMARKET2_v1.0.md,SP-ORG-JNMARKET2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBRI_v1.0.md,SP-ORG-CBRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGTP_v1.0.md,SP-ORG-GGTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWDESIGN_v1.0.md,SP-ORG-GWDESIGN_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JOMRI_v1.0.md,SP-ORG-JOMRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-ICTP_v1.0.md,SP-ORG-ICTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNFUTURE_v1.0.md,SP-ORG-GNFUTURE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BDI_v1.0.md,SP-ORG-BDI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SEOULINVEST_v1.0.md,SP-ORG-SEOULINVEST_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BIPA_v1.0.md,SP-ORG-BIPA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNWOMEN_v1.0.md,SP-ORG-GNWOMEN_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBWOMEN_v1.0.md,SP-ORG-GBWOMEN_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SJMISC1_v1.0.md,SP-ORG-SJMISC1_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJLIFE_v1.0.md,SP-ORG-GJLIFE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DJLIFE_v1.0.md,SP-ORG-DJLIFE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBAGRI_v1.0.md,SP-ORG-GBAGRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BEPA_v1.0.md,SP-ORG-BEPA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNTP_v1.0.md,SP-ORG-GNTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWMEDX5_v1.0.md,SP-ORG-GWMEDX5_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBDOKDO_v1.0.md,SP-ORG-GBDOKDO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JCGF_v1.0.md,제주신용보증재단,Y,N,진행중,"jcgf:credit_guarantee_application 등록 작업 완료, PR 생성 명령어 전달함 — main 병합 확인 대기 중",,
07-org,07-org/SP-ORG-JEJUMED_v1.0.md,제주의료원,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNRIX2_v1.0.md,SP-ORG-GNRIX2_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGSE_v1.0.md,SP-ORG-GGSE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBCF_v1.0.md,SP-ORG-CBCF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJTP_v1.0.md,SP-ORG-GJTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JBMED_v1.0.md,SP-ORG-JBMED_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DJSSO_v1.0.md,SP-ORG-DJSSO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNCGF_v1.0.md,SP-ORG-JNCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DJBEA_v1.0.md,SP-ORG-DJBEA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNIPAX3_v1.0.md,SP-ORG-JNIPAX3_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-USTP_v1.0.md,SP-ORG-USTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DJCGF_v1.0.md,SP-ORG-DJCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SEJONGPAC_v1.0.md,SP-ORG-SEJONGPAC_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JEDA_v1.0.md,제주경제통상진흥원,Y,N,미착수,,,
07-org,07-org/SP-ORG-GNROBOT_v1.0.md,SP-ORG-GNROBOT_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SJBEA_v1.0.md,SP-ORG-SJBEA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JPSPO_v1.0.md,제주특별자치도장애인체육회,Y,N,미착수,,,
07-org,07-org/SP-ORG-ICSSO_v1.0.md,SP-ORG-ICSSO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBTP_v1.0.md,SP-ORG-CBTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SJTP_v1.0.md,SP-ORG-SJTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SILE_v1.0.md,SP-ORG-SILE_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JNTOURISM_v1.0.md,SP-ORG-JNTOURISM_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GBVETERAN_v1.0.md,SP-ORG-GBVETERAN_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWMEDX3_v1.0.md,SP-ORG-GWMEDX3_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBCGF_v1.0.md,SP-ORG-CBCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GGAGRI_v1.0.md,SP-ORG-GGAGRI_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-DGTP_v1.0.md,SP-ORG-DGTP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CBSSO_v1.0.md,SP-ORG-CBSSO_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BSCGF_v1.0.md,SP-ORG-BSCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GJGLOBAL_v1.0.md,SP-ORG-GJGLOBAL_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JBINTL_v1.0.md,SP-ORG-JBINTL_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-BSMED_v1.0.md,SP-ORG-BSMED_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-URBANREGEN_v1.0.md,제주특별자치도 도시재생지원센터,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWMEDX4_v1.0.md,SP-ORG-GWMEDX4_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JEA_v1.0.md,제주에너지공사(JEA),Y,N,미착수,,,
07-org,07-org/SP-ORG-SJAGRICORP_v1.0.md,SP-ORG-SJAGRICORP_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWBEA_v1.0.md,SP-ORG-GWBEA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-GWTALENT_v1.0.md,SP-ORG-GWTALENT_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-SBA_v1.0.md,SP-ORG-SBA_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-JSPO_v1.0.md,제주특별자치도체육회,Y,N,미착수,,,
07-org,07-org/SP-ORG-JBCGF_v1.0.md,SP-ORG-JBCGF_v1.0,Y,N,미착수,,,
07-org,07-org/SP-ORG-CNMEDX4_v1.0.md,SP-ORG-CNMEDX4_v1.0,Y,N,미착수,,,
