code,name,level,parent_code
A,"농업, 임업 및 어업",1,
01,농업,2,A
011,작물 재배업,3,01
0111,곡물 및 기타 식량작물 재배업,4,011
01110,곡물 및 기타 식량작물 재배업,5,0111
0112,"채소, 화훼작물 및 종묘 재배업",4,011
01121,채소작물 재배업,5,0112
01122,화훼작물 재배업,5,0112
01123,종자 및 묘목 생산업,5,0112
0113,"과실, 음료용 및 향신용 작물 재배업",4,011
01131,과실작물 재배업,5,0113
01132,음료용 및 향신용 작물 재배업,5,0113
0114,기타 작물 재배업,4,011
01140,기타 작물 재배업,5,0114
0115,시설작물 재배업,4,011
01151,콩나물 재배업,5,0115
01152,"채소, 화훼 및 과실작물 시설 재배업",5,0115
01159,기타 시설작물 재배업,5,0115
012,축산업,3,01
0121,소 사육업,4,012
01211,젖소 사육업,5,0121
01212,육우 사육업,5,0121
0122,양돈업,4,012
01220,양돈업,5,0122
0123,가금류 및 조류 사육업,4,012
01231,양계업,5,0123
01239,기타 가금류 및 조류 사육업,5,0123
0129,기타 축산업,4,012
01291,말 및 양 사육업,5,0129
01299,그 외 기타 축산업,5,0129
013,작물재배 및 축산 복합농업,3,01
0130,작물재배 및 축산 복합농업,4,013
01300,작물재배 및 축산 복합농업,5,0130
014,작물재배 및 축산 관련 서비스업,3,01
0141,작물재배 관련 서비스업,4,014
01411,작물재배 지원 서비스업,5,0141
01412,"농산물 건조, 선별 및 기타 수확 후 서비스업",5,0141
0142,축산 관련 서비스업,4,014
01420,축산 관련 서비스업,5,0142
015,수렵 및 관련 서비스업,3,01
0150,수렵 및 관련 서비스업,4,015
01500,수렵 및 관련 서비스업,5,0150
02,임업,2,A
020,임업,3,02
0201,영림업,4,020
02011,임업용 종묘 생산업,5,0201
02012,육림업,5,0201
0202,벌목업,4,020
02020,벌목업,5,0202
0203,임산물 채취업,4,020
02030,임산물 채취업,5,0203
0204,임업 관련 서비스업,4,020
02040,임업 관련 서비스업,5,0204
03,어업,2,A
031,어로 어업,3,03
0311,해수면 어업,4,031
03111,원양 어업,5,0311
03112,연근해 어업,5,0311
0312,내수면 어업,4,031
03120,내수면 어업,5,0312
032,양식어업 및 어업관련 서비스업,3,03
0321,양식 어업,4,032
03211,해수면 양식 어업,5,0321
03212,내수면 양식 어업,5,0321
03213,수산물 부화 및 수산 종자 생산업,5,0321
0322,어업 관련 서비스업,4,032
03220,어업 관련 서비스업,5,0322
B,광업,1,
05,"석탄, 원유 및 천연가스 광업",2,B
051,석탄 광업,3,05
0510,석탄 광업,4,051
05100,석탄 광업,5,0510
052,원유 및 천연가스 채굴업,3,05
0520,원유 및 천연가스 채굴업,4,052
05200,원유 및 천연가스 채굴업,5,0520
06,금속 광업,2,B
061,철 광업,3,06
0610,철 광업,4,061
06100,철 광업,5,0610
062,비철금속 광업,3,06
0620,비철금속 광업,4,062
06200,비철금속 광업,5,0620
07,비금속광물 광업; 연료용 제외,2,B
071,토사석 광업,3,07
0711,석회석 및 점토 광업,4,071
07110,석회석 및 점토 광업,5,0711
0712,"석재, 쇄석 및 모래, 자갈 채취업",4,071
07121,건설용 석재 채굴 및 쇄석 생산업,5,0712
07122,모래 및 자갈 채취업,5,0712
072,기타 비금속광물 광업,3,07
0721,화학용 및 비료 원료용 광물 광업,4,072
07210,화학용 및 비료 원료용 광물 광업,5,0721
0722,천일염 생산 및 암염 채취업,4,072
07220,천일염 생산 및 암염 채취업,5,0722
0729,그 외 기타 비금속광물 광업,4,072
07290,그 외 기타 비금속광물 광업,5,0729
08,광업 지원 서비스업,2,B
080,광업 지원 서비스업,3,08
0800,광업 지원 서비스업,4,080
08000,광업 지원 서비스업,5,0800
C,제조업,1,
10,식료품 제조업,2,C
101,"도축, 육류 가공 및 저장 처리업",3,10
1011,도축업,4,101
10111,육류 도축업(가금류 제외),5,1011
10112,가금류 도축업,5,1011
1012,육류 가공 및 저장 처리업,4,101
10121,가금류 가공 및 저장 처리업,5,1012
10122,육류 포장육 및 냉동육 가공업(가금류 제외),5,1012
10129,육류 기타 가공 및 저장 처리업(가금류 제외),5,1012
102,수산물 가공 및 저장 처리업,3,10
1021,수산동물 가공 및 저장 처리업,4,102
10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업",5,1021
10212,수산동물 건조 및 염장품 제조업,5,1021
10213,수산동물 냉동품 제조업,5,1021
10219,기타 수산동물 가공 및 저장 처리업,5,1021
1022,수산식물 가공 및 저장 처리업,4,102
10220,수산식물 가공 및 저장 처리업,5,1022
103,"과실, 채소 가공 및 저장 처리업",3,10
1030,"과실, 채소 가공 및 저장 처리업",4,103
10301,김치류 제조업,5,1030
10302,과실 및 그 외 채소 절임식품 제조업,5,1030
10309,기타 과실ㆍ채소 가공 및 저장 처리업,5,1030
104,동물성 및 식물성 유지 제조업,3,10
1040,동물성 및 식물성 유지 제조업,4,104
10401,동물성 유지 제조업,5,1040
10402,식물성 유지 제조업,5,1040
10403,식용 정제유 및 가공유 제조업,5,1040
105,낙농제품 및 식용 빙과류 제조업,3,10
1050,낙농제품 및 식용 빙과류 제조업,4,105
10501,액상 시유 및 기타 낙농제품 제조업,5,1050
10502,아이스크림 및 기타 식용 빙과류 제조업,5,1050
106,"곡물 가공품, 전분 및 전분제품 제조업",3,10
1061,곡물 가공품 제조업,4,106
10611,곡물 도정업,5,1061
10612,곡물 제분업,5,1061
10613,곡물 혼합 분말 및 반죽 제조업,5,1061
10619,기타 곡물 가공품 제조업,5,1061
1062,전분제품 및 당류 제조업,4,106
10620,전분제품 및 당류 제조업,5,1062
107,기타 식품 제조업,3,10
1071,"떡, 빵 및 과자류 제조업",4,107
10711,떡류 제조업,5,1071
10712,빵류 제조업,5,1071
10713,과자류 및 코코아 제품 제조업,5,1071
1072,설탕 제조업,4,107
10720,설탕 제조업,5,1072
1073,"면류, 마카로니 및 유사 식품 제조업",4,107
10730,"면류, 마카로니 및 유사 식품 제조업",5,1073
1074,조미료 및 식품 첨가물 제조업,4,107
10741,"식초, 발효 및 화학 조미료 제조업",5,1074
10742,천연 및 혼합 조제 조미료 제조업,5,1074
10743,장류 제조업,5,1074
10749,기타 식품 첨가물 제조업,5,1074
1075,도시락 및 식사용 조리식품 제조업,4,107
10751,도시락류 제조업,5,1075
10759,기타 식사용 가공처리 조리식품 제조업,5,1075
1079,기타 식료품 제조업,4,107
10791,커피 가공업,5,1079
10792,차류 가공업,5,1079
10793,수프 및 균질화식품 제조업,5,1079
10794,두부 및 유사 식품 제조업,5,1079
10795,인삼식품 제조업,5,1079
10796,건강 보조용 액화식품 제조업,5,1079
10797,건강 기능식품 제조업,5,1079
10799,그 외 기타 식료품 제조업,5,1079
108,동물용 사료 및 조제식품 제조업,3,10
1080,동물용 사료 및 조제식품 제조업,4,108
10801,배합 사료 제조업,5,1080
10802,단미사료 및 기타 사료 제조업,5,1080
11,음료 제조업,2,C
111,알코올 음료 제조업,3,11
1111,발효주 제조업,4,111
11111,탁주 및 약주 제조업,5,1111
11112,맥아 및 맥주 제조업,5,1111
11119,기타 발효주 제조업,5,1111
1112,증류주 및 합성주 제조업,4,111
11121,주정 제조업,5,1112
11122,소주 제조업,5,1112
11129,기타 증류주 및 합성주 제조업,5,1112
112,비알코올 음료 및 얼음 제조업,3,11
1120,비알코올 음료 및 얼음 제조업,4,112
11201,얼음 제조업,5,1120
11202,생수 생산업,5,1120
11209,기타 비알코올 음료 제조업,5,1120
12,담배 제조업,2,C
120,담배 제조업,3,12
1200,담배 제조업,4,120
12000,담배제품 제조업,5,1200
13,섬유제품 제조업; 의복 제외,2,C
131,방적 및 가공사 제조업,3,13
1310,방적 및 가공사 제조업,4,131
13101,면 방적업,5,1310
13102,모 방적업,5,1310
13103,화학섬유 방적업,5,1310
13104,연사 및 가공사 제조업,5,1310
13109,기타 방적업,5,1310
132,직물 직조 및 직물제품 제조업,3,13
1321,직물 직조업,4,132
13211,면직물 직조업,5,1321
13212,모직물 직조업,5,1321
